anchor_num,filename,correct_answer,option1,option2,option3,chart_column,trend_year,ranking_year,option_type,modality_order_type,library,chart_type
284,3QbtCmmEXoJ7.png,none,VERIZON COMMUNICATIONS INC. is the organization where the oibdp value for the year 2020 minus the oibdp value for 2022 equals 9704.0.,VERIZON COMMUNICATIONS INC. is the organization that consistently showed a declining trend in aoloch values from 2019 to 2022.,"By assessing the particulars and circumstances related to each specific claim, VERIZON COMMUNICATIONS INC formulates case reserve projections for liability claims.",aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,line
509,C2XJ5UAciXn8.png,2,COSTCO WHOLESALE CORP is the organization that reported the smallest oibdp value in the year 2020.,COSTCO WHOLESALE CORP is the organization whose pi values surpassed 5752.65 in 2021.,The most extensive underground storage facility owned by COSTCO WHOLESALE CORP has a total usable storage capacity of 129.8 MMBbls.,oibdp,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",seaborn,pie
678,7yLrPNXyzMzf.png,2,WARNER BROS DISCOVERY INC. is the organization that has the highest act value in 2020.,Multiple lawsuits and claims relating to WARNER BROS DISCOVERY INC's business activities are ongoing.,MONDELEZ INTERNATIONAL INC. is the organization where the sum of the aoloch value for 2022 and the aoloch value for 2021 equals 287.2.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",seaborn,pie
410,IwVte8tdGtYX.png,"2, 3",COSTCO WHOLESALE CORP is the firm where the ceq value for 2019 minus the ceq value for 2023 equals -2909.0.,An impairment loss for intangible assets with an indefinite useful life is identified by WARNER BROS DISCOVERY INC when their carrying value exceeds their fair value.,COSTCO WHOLESALE CORP is the organization that showed a consistently upward trend in oibdp values from 2019 to 2022.,oibdp,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",seaborn,bar
181,kBKftosdZ8B7.png,3,ALLSTATE CORP is the organization that showed a consistently upward trend in oibdp values from 2019 to 2021.,Whether the remaining depreciable lifespans for long-lived assets are suitable is regularly assessed by ALLSTATE CORP.,ALLSTATE CORP is the organization with pi values exceeding 4760 in the year 2020.,oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",matplotlib,bar
63,XZfEcx6vFWP6.png,none,"ABBOTT LABORATORIES is the organization where, for the year 2019, the cogs value combined with the cogs value for 2021 totals 58443.1.",ENTERPRISE PRODCT PARTNRS LP is the firm with the smallest oancf value in 2019.,"Over 35,000 people are employed by ABBOTT LABORATORIES.",oancf,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",seaborn,bar
420,cj7J1RdxXwV4.png,"2, 3",BOEING CO. is the organization that displayed a steadily upward trend in oibdp values from 2019 to 2022.,ALLSTATE CORP is the organization where the sum of the seq value for 2020 and the seq value for 2022 equals 47692.0.,Liabilities related to remediation expenses are forecasted by BOEING CO for a period extending up to 30 years.,oibdp,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",matplotlib,line
64,crxAgqjiIoQp.png,1,A cumulative catch-up adjustment is applied by BOEING CO for contracts of long duration to acknowledge alterations in expected revenues and expenses.,BOEING CO is the organization for which the 2022 rect value plus the 2021 rect value equals 43079.0.,ALLSTATE CORP. is the organization with the highest oibdp value in 2023.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",seaborn,scatter
529,vV0ELawKjIkC.png,3,The company that has the minimum act value in 2022 is WARNER BROS DISCOVERY INC.,MONDELEZ INTERNATIONAL INC. is the organization with fincf values exceeding -5581.5 in 2023.,A tripartite vaccine advocacy plan was devised by MONDELEZ INTERNATIONAL INC to encourage vaccination among its workforce.,act,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",plotly,pie
401,sRVbcYU4BgLY.png,"2, 3","SARs, which are either settled in cash or in stock, are provided by COSTCO WHOLESALE CORP to its holders.",COSTCO WHOLESALE CORP. is the organization where subtracting the ap value for 2023 from the ap value for 2022 gives 365.0.,COSTCO WHOLESALE CORP is the organization that has shown a consistently upward trend in oibdp values from 2019 through 2023.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",plotly,bar
256,5MMKn2i5trIA.png,"1, 2, 3","To compute earnings per share, ABBOTT LABORATORIES employs the two-class method, taking into account unvested restricted stock units and awards that possess non-forfeitable rights to dividends as participating securities.",SALESFORCE INC. is the organization that showed an oancf value with a steadily rising trend from 2019 through 2022.,SALESFORCE INC. is the organization with xsga values exceeding 16448.5 in 2023.,oancf,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",plotly,scatter
484,yOVRsKxomTzy.png,1,The organization that has the minimum sale value in 2023 is SALESFORCE INC.,"US FOODS HOLDING CORP anticipates that marketing and sales expenses will rise in absolute dollar terms, although they could decrease as a percentage of revenues in the near term.","In the year 2022, ABBOTT LABORATORIES is the organization with lt values exceeding 39011.5.",sale,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",seaborn,bar
75,mTAtfpYHK1rb.png,"2, 3","The Mid-America Pipeline System, managed by MONDELEZ INTERNATIONAL INC, consists of four main segments spanning more than 8,000 miles.",MONDELEZ INTERNATIONAL INC. is the organization where the difference between the 2023 aoloch value and the 2022 aoloch value equals -48.0.,MONDELEZ INTERNATIONAL INC. is the organization with the minimum sale value in 2021.,sale,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",seaborn,scatter
109,ZvgYNdDALFvn.png,none,ENERGY TRANSFER LP is the organization whose lco values exceed 13431 in 2022.,"SALESFORCE INC plans to finance capital expenditures related to growth through the use of proceeds from borrowings under its credit facilities, alongside cash generated from operations.",ENERGY TRANSFER LP is the organization that exhibited a continuously rising trend in oancf values from 2020 to 2023.,oancf,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",seaborn,line
294,i72j2T0tFJXc.png,1,"Top-tier customer support is provided by SALESFORCE INC as part of a premium success package or for an additional fee, including several enhanced services.",ENERGY TRANSFER LP is the organization where the ibc value for 2022 together with the ibc value for 2023 equals 12656.0.,ENERGY TRANSFER LP is the organization that exhibited a steadily rising trend in oancf values from 2019 to 2022.,oancf,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",matplotlib,line
634,eoma6rRXNS60.png,none,The organization with the greatest act value in 2020 is WARNER BROS DISCOVERY INC.,"To encourage distributors to incorporate its networks, ENTERPRISE PRODCT PARTNRS LP offers launch incentives, which may involve either cash payments or complimentary periods.",MONDELEZ INTERNATIONAL INC is the organization where the difference between the recch value for 2021 and the recch value for 2019 amounts to 54.0.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",seaborn,line
2,FgWKkYZmEmnM.png,"1, 2",BOEING CO is the organization with oancf values below -6459.5 in 2020.,The organization that demonstrated a consistently upward trend in oiadp values from 2019 to 2023 is COSTCO WHOLESALE CORP.,"In compliance with the Sarbanes-Oxley Act requirements, ALLSTATE CORP has put in place a code of ethics for senior financial officers.",oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",seaborn,line
363,nKIMdC1RR6ML.png,"1, 2","Hurricanes are identified by ALLSTATE CORP as a major risk area for potential catastrophic losses, particularly in large urban centers along the eastern and gulf coasts of the United States.",SALESFORCE INC. is the organization where aoloch values demonstrated a consistently declining trend from 2019 to 2022.,ALLSTATE CORP is the organization where the intan value for 2023 minus the intan value for 2021 equals 1668.0.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",matplotlib,line
394,qC17LSE9TBmi.png,"1, 3",ALLSTATE CORP is the organization where the ivch value from 2020 added to the ivch value from 2022 equals 96350.0.,ALLSTATE CORP. is the organization that showed a consistently declining pattern in aoloch values from 2019 to 2022.,Warranties offered by BOEING CO for its products cover both non-compliance with specifications and issues related to material and design defects.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",matplotlib,scatter
530,rn9vY3s6ETx2.png,3,BUNGE GLOBAL SA stands as the organization with the highest aoloch value in 2022.,"In the year 2019, SALESFORCE INC. is the organization where lco values exceed 15998.","The assessment of RMI, forward RMI purchase and sale contracts, and exchange-traded futures and options primarily occurs at fair value by BUNGE GLOBAL SA.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",plotly,bar
124,vR8ijAJmdmkV.png,1,"Worldwide, SALESFORCE INC is recognized as a leader in customer relationship management (CRM) technology.",BUNGE GLOBAL SA is the organization exhibiting a consistent downward trend in aoloch values from 2021 to 2023.,BUNGE GLOBAL SA is the organization with ceq values exceeding 54667.5 in 2020.,aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",plotly,bar
123,FKmIk1EPKCtq.png,1,"During the acquisition of businesses, ALLSTATE CORP recognizes goodwill, which is defined as the excess of the amounts disbursed over the fair value of the net assets acquired.",SALESFORCE INC. is the organization with ibc values exceeding 2486.5 in 2019.,ALLSTATE CORP. is the company that exhibited a persistently declining pattern in aoloch values from 2019 to 2023.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",plotly,scatter
290,ClDGpRVtnJCD.png,none,It was ABBOTT LABORATORIES that showed a consistent rise in act values over the period from 2019 to 2023.,UNITED PARCEL SERVICE INC. is the organization for which the sum of the lct value in 2019 and the lct value in 2023 equals 56820.0.,"RSUs that typically vest over a period of five years are offered by UNITED PARCEL SERVICE INC, with conditions permitting quarterly vesting in the event of retirement or voluntary termination.",act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",matplotlib,line
559,8lOg0c0vIjga.png,"1, 3","A public accounting firm registered with the PCAOB conducts audits for COSTCO WHOLESALE CORP, ensuring independence in accordance with U.S. federal securities laws.",ABBOTT LABORATORIES is the firm with the smallest oibdp value in 2021.,ABBOTT LABORATORIES is the corporation where the txditc values surpassed 1035.5 in the year 2020.,oibdp,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",matplotlib,pie
390,JlxLWgBlm1Z8.png,"1, 3",MONDELEZ INTERNATIONAL INC. is the organization where the sum of the 2021 lct value and the 2020 lct value equals 29167.0.,An impairment charge reported by MONDELEZ INTERNATIONAL INC resulted in a residual goodwill carrying value of $1.1 billion for its European reporting segment.,WARNER BROS DISCOVERY INC is the organization that showed a consistent upward trend in act values from 2019 to 2022.,act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",plotly,scatter
392,4ZetfPofSwFb.png,"1, 3",SALESFORCE INC. is the organization for which the ivncf value for 2020 minus the ivncf value for 2021 equals 10565.0.,ALLSTATE CORP is the organization that exhibited a consistently upward trend in oibdp values from 2021 to 2023.,"The plan assets for BOEING CO's OPB are predominantly invested in a balanced index fund, which consists of approximately 60% equities and 40% debt instruments.",oibdp,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,line
174,dXX8oAzuyw8V.png,3,ALLSTATE CORP is the organization with lt values below 55695.5 in 2021.,A discounted cash flow approach is utilized by SALESFORCE INC to appraise privately issued corporate securities.,The organization that demonstrated a consistently downward trend in aoloch values from 2019 to 2022 is SALESFORCE INC.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",seaborn,bar
192,oS9Fx0kieUlv.png,"1, 2",Outside experts are engaged by ALLSTATE CORP to assist in the evaluation and resolution of claims.,SALESFORCE INC. is the organization that showed a consistently downward trend in aoloch values from 2020 to 2023.,ALLSTATE CORP is the organization with cogs values below 20027 in 2020.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",matplotlib,scatter
557,ZKT0LDcRzy8T.png,"1, 3","A variety of strategies, including trademarks, copyrights, and patents, are utilized by SALESFORCE INC to protect its proprietary technology and brands.",ABBOTT LABORATORIES is the organization that had the smallest oancf value in 2022.,SALESFORCE INC. is the organization that has ppent values below 7896.5 in 2020.,oancf,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",matplotlib,line
747,7W5tlR6AOCpQ.png,"1, 3",BOEING CO. is the organization with the minimum oibdp value in 2020.,ALLSTATE CORP is the organization where the difference between the ib value in 2020 and the ib value in 2019 equals 3946.0.,"Legal fees were accounted for by ALLSTATE CORP as they arose, with potential recoveries being excluded from its loss projections.",oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",seaborn,bar
560,Ucbyvqb0rJJ2.png,"1, 3",MONDELEZ INTERNATIONAL INC. is the organization with dv values below 2514 in 2021.,"Relying on historical data and actual inventory assessments, MONDELEZ INTERNATIONAL INC revises its projections for inventory losses.",The firm with the greatest ibc value in 2023 is COSTCO WHOLESALE CORP.,ibc,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,scatter
444,L7AK38EYzEw5.png,"1, 2, 3",COSTCO WHOLESALE CORP is the organization that showed a consistently upward trend in act values from 2019 to 2023.,UNITED PARCEL SERVICE INC. is the organization where the ib value for 2022 minus the ib value for 2023 equals 4840.0.,The cash component of the acquisition was organized by ABBOTT LABORATORIES through the use of medium and long-term debt in addition to a bridge term loan.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",matplotlib,scatter
190,qrgwD3rQISFX.png,"1, 2","To fulfill strategic goals, SALESFORCE INC integrates licensed technology into its offerings and services, and also provides certain intellectual property for free or at a reduced cost.",The company that demonstrated a consistently upward trend in act values from 2020 to 2023 is SALESFORCE INC.,ABBOTT LABORATORIES is the organization in 2020 with dpact values that exceed 19800.5.,act,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",plotly,bar
733,tXy5VndGTD8n.png,"1, 3",ENTERPRISE PRODCT PARTNRS LP is the organization whose 2021 ppent value plus the 2019 ppent value amounts to 84246.9.,Any breaches of the FERC's rules concerning the resale of natural gas could result in substantial consequences for WORLD KINECT CORP.,WORLD KINECT CORP. is the organization that achieved the greatest sale value in 2022.,sale,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",matplotlib,line
24,Lx8GAYEAKvZK.png,"2, 3",ENERGY TRANSFER LP is the organization with esub values below 150.5 in 2023.,WARNER BROS DISCOVERY INC. is the organization that showed a steadily rising trend in act values from 2019 through 2023.,The asset and liability approach is employed by WARNER BROS DISCOVERY INC to account for income taxes.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",plotly,bar
231,8Hzzpcs95SHW.png,"2, 3",A Service that facilitates personalized customer assistance through various channels is offered by COSTCO WHOLESALE CORP.,ABBOTT LABORATORIES is the organization with oancf values below 8747.5 in 2023.,SALESFORCE INC. is the organization that demonstrated a persistently declining trend in aoloch values from 2019 to 2022.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",seaborn,bar
140,m2yBSR0D2mO9.png,1,BUNGE GLOBAL SA is the organization that shows a consistently rising trend in oiadp values from 2020 to 2023.,ALLSTATE CORP is the organization with dpact values surpassing 12279 in 2021.,"A minority stake is held by ALLSTATE CORP in a U.S. facility that produces ethanol from corn, as well as a 50% interest in a joint venture that is centered on producing corn-based ethanol in Argentina.",oiadp,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,line
765,EIqxMmsKe5Wa.png,"2, 3",SALESFORCE INC. holds the distinction of having the smallest act value among firms in 2020.,"John W. Neppl, who is from BUNGE GLOBAL SA, is a certified public accountant, though presently inactive, and he obtained a degree in Business Administration focused on Accounting from Creighton University.",ABBOTT LABORATORIES is the organization where the addition of the 2023 pi value and the 2022 pi value equals 14970.0.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",seaborn,scatter
682,9VvGQhqEGT24.png,2,SALESFORCE INC. is the organization with the highest aoloch value in 2021.,ALLSTATE CORP is the organization where subtracting the 2023 lo value from the 2019 lo value results in 8418.0.,"A sustainability website is maintained by ALLSTATE CORP, offering information on its environmental initiatives.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",matplotlib,line
604,q3aLKl6kH5LT.png,"1, 2, 3",SALESFORCE INC. is the organization where aco values exceeded 2460 in 2021.,"If SALESFORCE INC chooses to exercise renewal options for facilities and certain services, the Company's forthcoming contractual commitments might be modified.",SALESFORCE INC. is the organization that showed the minimum oancf value in 2019.,oancf,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",plotly,scatter
38,gI36se3wNwLU.png,"1, 2",SALESFORCE INC. is the organization that exhibited a consistently downward trend in aoloch values from 2021 to 2023.,BOEING CO. is the organization for which the sum of the at value from 2020 plus the at value from 2022 totals 289236.0.,"The equity method of accounting for investments is applied by SALESFORCE INC in situations where it has significant influence over, yet does not control, the entity.",aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",plotly,bar
609,YDTtxldayB9d.png,"1, 2, 3",The company with ibc values below -2285.5 in the year 2022 is WARNER BROS DISCOVERY INC.,WARNER BROS DISCOVERY INC. holds the position of the organization with the greatest act value in 2022.,"The crude oil activities of ENTERPRISE PRODCT PARTNRS LP face competition from a variety of organizations, including rail carriers and independent gathering firms, in terms of customer service and pricing.",act,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",plotly,line
545,SAM218uzCtNO.png,"1, 2",SALESFORCE INC. is the organization in 2021 with lct values exceeding 17446.5.,SALESFORCE INC. is the organization that has the minimal oancf value in 2019.,"SALESFORCE INC's Midland-to-ECHO 4 pipeline is scheduled to start with a transportation capacity of 450 MBPD, with the potential for an increase to 540 MBPD.",oancf,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",plotly,pie
208,CzCxbC2GjBhV.png,"1, 3",Salesforce Easy by SALESFORCE INC enables companies to access and analyze customer data with efficiency.,VERIZON COMMUNICATIONS INC. is the organization with fopo values exceeding 2812 in 2022.,The company that exhibited a consistently downward trend in aoloch values from 2020 through 2023 is SALESFORCE INC.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",plotly,line
778,SjeYuZyGzE8T.png,"1, 2, 3",VERIZON COMMUNICATIONS INC. is the organization where the difference between the at value for 2022 and the at value for 2020 equals 63199.0.,"By incorporating idiosyncratic risk into market risk, ALLSTATE CORP employs a strategy focusing on performance to attain attractive risk-adjusted returns.","In 2022, ALLSTATE CORP. is ranked highest for the aoloch value.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",plotly,line
703,p9R214rGFIMo.png,3,SALESFORCE INC. is the organization that has the highest aoloch value in 2023.,ALLSTATE CORP is the organization where the difference between the 2020 dltt value and the 2021 dltt value is 4897.0.,Reserve reestimates are recorded by ALLSTATE CORP as changes in claims and claims expense within their financial statements.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",plotly,bar
583,usdw8u49dnqy.png,"2, 3",ABBOTT LABORATORIES is the organization with dltt values below 14237.5 in the year 2020.,The potential risks of material misstatement within its financial statements were evaluated by ABBOTT LABORATORIES.,The corporation with the smallest niadj value in the year 2019 is COSTCO WHOLESALE CORP.,niadj,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",matplotlib,bar
267,gm7wTMVR6w54.png,"1, 2, 3",SALESFORCE INC. is the organization that showed a consistently ascending trend in act values from 2021 through 2023.,The Soya brand from BUNGE GLOBAL SA is a leading consumer packaged vegetable oil brand in Brazil.,SALESFORCE INC. is the organization whose intan values exceed 44473 in the year 2022.,act,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",plotly,line
387,wiXAEbxl6Hxr.png,"1, 3",The liquidity and capital resources of ABBOTT LABORATORIES are expected to remain unaffected by its plan to reinvest cash and cash equivalents in its foreign subsidiaries.,ABBOTT LABORATORIES is the organization where act values consistently trended upwards from 2020 to 2023.,ABBOTT LABORATORIES is the organization where adding the 2023 oiadp value to the 2019 oiadp value yields 11834.0.,act,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",plotly,scatter
270,bnluNJeK5LqA.png,"1, 2, 3",MONDELEZ INTERNATIONAL INC. is the organization that displayed a consistently upward trend in sale values from 2019 to 2023.,US FOODS HOLDING CORP is the organization with ceq values below 16540.5 in 2023.,"A range of food safety laws and regulations, which are enforced by federal agencies, govern US FOODS HOLDING CORP.",sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",matplotlib,bar
395,zihb11oppXQm.png,"1, 3",The company that showed a consistently rising trend in oancf values from 2020 to 2023 is SALESFORCE INC.,Foreign earnings that are undistributed and perpetually reinvested in overseas operations are possessed by ENERGY TRANSFER LP.,ENERGY TRANSFER LP is the organization where the sum of the at value from 2019 and the at value from 2021 equals 204843.0.,oancf,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",plotly,bar
269,Jm7dWLKSFQpN.png,"1, 2, 3",SALESFORCE INC. is the organization that exhibited a consistently rising trend in oibdp values between 2019 and 2021.,SALESFORCE INC. is the organization with cogs values below 24309.5 in 2021.,"In its Consolidated Statements of Operations, BOEING CO classifies investment income and loss as either operating or non-operating.",oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,line
54,hu85BqckrCox.png,"1, 2",SALESFORCE INC. is the organization with fopo values exceeding 1373.5 in the year 2021.,"Negative shifts in credit ratings pose a vulnerability for VERIZON COMMUNICATIONS INC, potentially affecting its financing expenses and accessibility.",VERIZON COMMUNICATIONS INC. is the organization with the largest aoloch value in 2019.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",matplotlib,bar
7,dXnGPbA12eBj.png,3,SALESFORCE INC. is the organization with the smallest fopo value in the year 2019.,NGL transport and storage infrastructures that provide access to different NGL markets are managed by COSTCO WHOLESALE CORP.,ENERGY TRANSFER LP is the organization where the seq value for 2019 minus the seq value for 2020 equals 3298.0.,fopo,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",matplotlib,scatter
151,ALq268sp6avV.png,2,BOEING CO. is the organization with ib values exceeding 5099.5 in 2021.,"To identify trends in asbestos and environmental reserves, ALLSTATE CORP analyzes past direct net loss and expense experience.",BOEING CO is the organization that showed a consistently upward trend in oibdp values from 2021 to 2023.,oibdp,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",plotly,line
479,rIGX0ck6Dtyf.png,1,The company whose capx values are below 501.5 in 2023 is ALLSTATE CORP.,SALESFORCE INC. is the organization with the greatest aoloch value in 2021.,"To create synthetic replicas of fixed income securities, VERIZON COMMUNICATIONS INC employs a combination of derivatives together with highly rated investment grade host bonds.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",matplotlib,scatter
686,Om6remFwB1fc.png,3,It is anticipated by ABBOTT LABORATORIES that its attrition rate will remain stable due to ongoing investments in customer success initiatives.,ABBOTT LABORATORIES is the organization where the sum of the 2023 oiadp value and the 2020 oiadp value equals 18737.0.,SALESFORCE INC. is the organization that possessed the largest act value in 2020.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",matplotlib,line
311,YhMnGNyM3oP5.png,1,WARNER BROS DISCOVERY INC. is the organization that showed a consistently upward trend in act values from 2019 through 2022.,ENTERPRISE PRODCT PARTNRS LP is the organization where the difference between the 2022 esub value and the 2020 esub value totals 138.0.,"From its financial statements, ENTERPRISE PRODCT PARTNRS LP excludes mark-to-market share-based compensation along with expenses associated with the Scripps Networks transaction and integration from its selling, general, and administrative expenses.",act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",seaborn,line
380,FBEEukW9qYf6.png,"1, 3",Funding operations and making regular payments are primarily what MONDELEZ INTERNATIONAL INC needs short-term cash for.,MONDELEZ INTERNATIONAL INC. is the organization where adding the 2019 capx value to the 2022 capx value results in 9341.0.,WARNER BROS DISCOVERY INC is the organization that demonstrated a steadily increasing trend in act values from 2019 to 2023.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",seaborn,bar
644,TcXarMttlKo2.png,1,"Sustained expansion in the demand for residential broadband services is anticipated by VERIZON COMMUNICATIONS INC, driven by emerging video services and IP devices.",BUNGE GLOBAL SA stands out in 2022 for possessing the highest aoloch value among companies.,SALESFORCE INC. is the organization in which the sum of the spi value for 2021 and the spi value for 2019 equals -197.0.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, chart, table",matplotlib,line
