anchor_num,filename,correct_answer,option1,option2,option3,chart_column,text_chart_trend_year,option_type,modality_order_type,library,chart_type,ranking_year
100,1bhKkVndTAVS.png,none,"Facing no regulatory constraints on dividend payments, aside from those applicable to Delaware-based companies, the corporation exhibited a consistently upward trend in oibdp values from 2019 to 2023.","To match demand and maintain long-term competitiveness, the enterprise with dpact figures below 3230 in 2021 has reduced production levels for several BCA initiatives.",ALLSTATE CORP is the corporation with an oancf value exceeding -6225 and an oibdp value that continuously rises for every year.,oibdp,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",matplotlib,scatter,0
474,y9v5PeoYXGPM.png,"1, 2","In 2022, the organization that has the lowest aoloch value bills its clients annually, generally requiring payment within 30 days from when the invoice is issued.",SALESFORCE INC is the company with the smallest aoloch value in the years when the rect value plus dpact value for VERIZON COMMUNICATIONS INC exceeds 231423.,"Actively evaluating its liquidity requirements under both normal and stressed conditions, the organization with oancf values surpassing 20437.5 in 2019 is highly engaged.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",matplotlib,scatter,0
396,MwzX6xYjy7su.png,none,Debt denominated in currencies other than the U.S. dollar is employed by the organization with aco values below 654 in 2021 to safeguard against unfavorable currency fluctuations linked to its net investments in foreign operations.,"It is recognized by the organization with the smallest act value in 2021 that, as of now, there have been no extensive climate change laws enacted on a federal scale in the United States.",MONDELEZ INTERNATIONAL INC. is the organization with the total intan values exceeding 130208 and the act values consistently rising for every year.,act,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",matplotlib,bar,0
255,L5h6oNqw2pGv.png,1,"All of its cash equivalents, marketable securities, and foreign currency derivative contracts are categorized by the organization that demonstrated a consistently declining pattern in aoloch values from 2020 to 2023 within Level 1 or Level 2 of the fair value hierarchy.","A decline of $619 million in Segment EBIT for 2023 was observed by the organization with ap values exceeding 8851.5, mainly due to reduced margins in the grain origination segment.",BOEING CO holds the highest aoloch value in the years when the sum of the ap value and ibc value for BOEING CO exceeds 12319.5.,aoloch,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",seaborn,line,0
572,rNMXvrYesKTt.png,"1, 2","Workforce rationalization by means of layoffs was undertaken by the organization where subtracting the txt value for 2023 from the txt value for 2022 results in -206.0, and it has chosen to use stock instead of cash for 401(k) contributions.",BUNGE GLOBAL SA has the lowest oiadp value in the years when BOEING CO's recch value exceeds 2002.5.,"Workforce rationalization through layoffs and the choice of stock over cash for 401(k) contributions have been executed by the organization, which has shown a persistent upward trend in oiadp values from 2020 to 2023.",oiadp,"(2020, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",seaborn,scatter,0
374,tKreIYTcfByg.png,"1, 2",Possible losses that might surpass the capitalization or evaluations of the facilities in which it is involved could be encountered by the organization with the minimal oibdp value in 2022.,"In 2019, sales concessions are treated as a deduction from the transaction price and revenue recognized for associated performance obligations by the organization with txt values below -768.5.",BUNGE GLOBAL SA is the company with the minimal oibdp value in the years when BUNGE GLOBAL SA's recch value exceeds 25.,oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",matplotlib,scatter,0
705,xsY6rRCmnzOm.png,2,"Revenue is recognized by the organization with the 2022 ivncf value plus the 2023 ivncf value amounting to -2076.0 based on the specific products purchased by clients, rather than their business needs and consumption patterns.","In 2020, the organization possessing the smallest ap value operates a modern fleet of compression units, whose average age is approximately nine years.",ENERGY TRANSFER LP is the company with the lco value below 11020.5 and an ap value that consistently rises for every year.,ap,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Text+Chart, Table+Chart",seaborn,scatter,0
784,1EqHnK0Afmsr.png,"1, 3","In 2023, the organization that had the smallest oibdp value saw a $1.12 billion increase in spending for consolidated property, plant, and equipment relative to the prior year.",Depreciation was ceased for the Ranch Lot and Knoxville office building and land classified as assets held for sale by the organization where the sum of the 2020 aco value and the 2019 aco value equals 2134.0.,COSTCO WHOLESALE CORP is the company with the highest oibdp value in the years when the rect value for ENTERPRISE PRODCT PARTNRS LP falls below 4860.35.,oibdp,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",matplotlib,bar,0
471,F6pgnUzqwnxh.png,"1, 2","Operating as a fuel reseller, the organization with intan values below 4909.7 in 2020 acquires fuel from suppliers and distributes it to customers via spot and contract sales.","To mitigate fluctuations in cash flow and safeguard the worth of its assets and liabilities, the firm with the minimum sale value in 2022 employs an array of financial tools, including currency forward contracts, futures, options, and swaps.",ENTERPRISE PRODCT PARTNRS LP is identified as the company with the lowest sale value in the years when the dltr value minus the aco value for ENTERPRISE PRODCT PARTNRS LP falls below 7328.35.,sale,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",plotly,line,0
369,5TQpWTgkuJna.png,3,BOEING CO is the company with the greatest oibdp value in the years when the fopo value for BUNGE GLOBAL SA is less than 4.5.,"In 2023, crucial materials such as aluminum, titanium, and composites are heavily relied upon by the organization with capx values below 694.5 for its aerospace offerings.","Relying on fair value, the organization with the highest oibdp value in the valuation of certain inventories for 2023 utilizes exchange-quoted prices, adjusting them for differences in local market conditions.",oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",seaborn,bar,0
150,iKfeE9UXvFHw.png,none,"From 2019 to 2023, the organization that showed a consistently upward trend in act values has a crude oil transportation capacity of 570 MBbls/d with the Bakken Pipeline.",WARNER BROS DISCOVERY INC has the highest act value in the years when its fopo value drops below 317.,"As a reaction to the COVID-19 pandemic, the organization, whose fopo values exceed 544 in 2023, has adopted a hybrid work model.",act,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",matplotlib,bar,0
162,iP4P8vyou0YV.png,2,"Possessing substantial valuation allowances in the U.S., Switzerland, and China, the organization consistently showed an upward trend in ib values between 2020 and 2023.","In the years when the dltr value for MONDELEZ INTERNATIONAL INC surpasses 5062.5, MONDELEZ INTERNATIONAL INC is the firm recording the smallest ib value.","In the gasoline sector for 2022, the organization with invt values not exceeding 4777 aids in drawing members, but typically, it holds a smaller gross margin percentage compared to its operations beyond gasoline.",ib,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",plotly,scatter,0
333,a2ZHfhcU1b1k.png,"2, 3",The valuation of the acquired assets and liabilities is anticipated to be completed within one year following the acquisition date by the organization with fopo values below 1557 in 2023.,SALESFORCE INC. is the organization with the rect value below 14291.5 and an aoloch value that consistently declined for all years.,Cash equivalents are regarded by the organization with the smallest aoloch value in 2019 as encompassing highly liquid investments with an initial maturity of 90 days or fewer.,aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Table+Chart, Text+Chart",plotly,line,0
427,4H9Jo9MAKX2r.png,"1, 3","An annual dividend of $4.875 for each convertible perpetual preference share, distributed every quarter, is provided by the organization possessing the minimum aoloch value in 2020.","In 2022, the organization with fincf values that surpass -2165.5 provides fleet management and telematics solutions, which enhance vehicle functionality and security.","SALESFORCE INC. is the organization where, for every year, the cumulative sum of lt values stays under 702942.5, and the aoloch values have consistently declined.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Text+Table, Table+Chart",plotly,line,0
303,Itjuxuj9afgg.png,1,"In 2023, the organization with siv values exceeding 23645 has secured substantial reinsurance to manage its overall nationwide exposure.","ALLSTATE CORP is the company, with the ap value below 8879.5 and an oibdp value that consistently increased, for every year.",Substantial reinsurance has been acquired by the organization with the smallest oibdp value in 2020 to manage its overall nationwide exposure.,oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Table+Chart, Text+Chart",matplotlib,scatter,0
116,FBsrwWXJnUzw.png,3,Fair value for assets and liabilities is assessed by the organization with capx values exceeding 2736.5 in 2021 by utilizing quoted prices in active markets along with observable inputs.,ABBOTT LABORATORIES is the organization with the cogs value below 107097 and an aoloch value that consistently declines for each year.,"Equality is prioritized by the organization that showed a consistently decreasing trend in aoloch values from 2019 to 2023, and it has launched several initiatives to promote diversity and inclusion within the workplace.",aoloch,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Table+Chart, Text+Chart",seaborn,line,0
193,vPpLxWrOEHJ8.png,none,"In 2019, the organization whose lo values fall below 15581 holds a Florida Excess Catastrophe Reinsurance Agreement that includes multiple contracts for personal lines property excess catastrophe losses.","Telematics services, which include intelligent fleet management and optimization software, are provided by the organization that showed a steadily declining trend in aoloch values from 2021 to 2023.","ALLSTATE CORP is the organization whose cumulative sum of ib values is below 50993.5, with aoloch values that have consistently declined each year.",aoloch,"(2021, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",plotly,scatter,0
20,J6h6pYmN0Lkz.png,1,"In 2019, inter-segment content transactions, accounted for on a gross basis for both revenue and profit, are partaken by the organization with oiadp values below 4023.5.","Participating in inter-segment content deals, which are recorded on a gross basis for both revenue and profit, is the organization that exhibited a consistently upward trend in oibdp values from 2019 to 2022.",WARNER BROS DISCOVERY INC. is the firm for each year where the cumulative sum of fopo values surpasses 3926.35 and oibdp values steadily rise.,oibdp,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",plotly,scatter,0
50,ZN05eNfxs99W.png,none,"The organization assesses its ability to recover the entire amortized cost basis for fixed-income securities it does not intend to sell, based on projections of future cash flows, when it exhibited a persistently downward trend in aoloch values between 2019 and 2022.","ALLSTATE CORP is the company where, for every year, the recch value exceeds -3075 and the aoloch value consistently declines.","Relying on projections of future cash flows, the organization for which the niadj value in 2023 minus the niadj value in 2020 totals 64.0 evaluates the potential to recover the entire amortized cost basis for fixed income securities it does not plan to sell.",aoloch,"(2019, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",seaborn,bar,0
439,qFm7oj9l54Si.png,"2, 3",ENERGY TRANSFER LP is the organization with the cumulative total of ivaco values below 5440.5 and act values that consistently rose for every year.,Difficulties concerning the legitimacy or extent of its intellectual property might be encountered by the organization with the act value at its lowest point in 2020.,Expansion of the organization with fopo values below 599 in the 2022 Bayou Bridge Pipeline project will occur to reach a capacity of approximately 480 MBbls/d.,act,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,line,0
804,WLCLMzlxwtq2.png,none,"ENTERPRISE PRODCT PARTNRS LP is the firm that has, for every year, the total sum of lct values exceeding 48417.2 and sale values that consistently rise.",A $113.7 million rise in investments related to sustaining capital projects was observed by the organization with the minimum sale value in 2020 compared to the previous year.,An increase of $113.7 million in investments related to sustaining capital projects compared to the previous year was observed by the company for which the 2020 lct value plus the 2021 lct value totals 29167.0.,sale,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,scatter,0
5,tlwo9kkDVZTg.png,none,"Non-GAAP financial metrics are employed by the organization, which demonstrated an uninterrupted upward trend in sale values from 2019 to 2023, to provide additional insights into its operational performance.","A steady attrition rate relative to the previous year is sustained by the organization where the 2019 recch value minus the 2020 recch value is 649.0, thanks to customer initiatives and the growing adoption by enterprises.",US FOODS HOLDING CORP is the corporation with the dpact value below 6790 and a sale value that consistently rises for every year.,sale,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",matplotlib,scatter,0
19,GWYY44nILsP3.png,"1, 2, 3",Presently undergoing audits in various regions within the United States and overseas is the company displaying a consistent upward trend in ib values between 2019 and 2023.,Substantial concentration risks concerning its operations are not faced by the organization with ibc values exceeding 6424 in 2022.,COSTCO WHOLESALE CORP is recognized as the company with the leading ib value in the years when its ibc value surpasses 6103.5.,ib,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",seaborn,scatter,0
876,KjMxvRtPlhNW.png,"1, 2",SALESFORCE INC holds the highest fopo value in the years when the lt value plus the nopi value for COSTCO WHOLESALE CORP is below 33486.5.,$1.5 billion in estimated fair value was allocated by the organization where the sum of the 2022 seq value and the 2020 seq value amounts to 99852.0 to assumed unvested stock options and restricted stock awards.,"In 2019, the enterprise boasting the top fopo value relies on delivering value-added and reliable service to maintain its margins and competitiveness in the wholesale fuel distribution sector.",fopo,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",plotly,bar,0
648,TisJrWZHJwlw.png,none,"Revenue is acknowledged by the organization that showed a persistently declining pattern in aoloch values between 2021 and 2023, based on the anticipated amount they expect to receive after considering expected returns.","Revenue is acknowledged by the organization where the 2023 oibdp value minus the 2019 oibdp value equals 7563.0, based on the projected amount they expect to receive after accounting for anticipated returns.",The organization with the smallest aoloch value is VERIZON COMMUNICATIONS INC in the years when the lo value combined with the fopo value for SALESFORCE INC falls below 979.5.,aoloch,"(2021, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",matplotlib,line,0
672,74riTWLhytSO.png,"1, 2","The organization's projected benefit obligation (PBO) for its main qualified employee plan is significantly connected to a previous final average pay formula, where the spi value for 2023 minus the spi value for 2020 equals 989.0.",SALESFORCE INC is recognized as the firm with the top aoloch value during the years when the oiadp value minus the oibdp value for SALESFORCE INC is greater than -1290.5.,"Substantial modifications related to goodwill, deferred income taxes, deferred commission expenses, and other intangible assets at the time of the acquisition were undergone by the organization that showed a steadily declining pattern in aoloch values between 2021 and 2023.",aoloch,"(2021, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",seaborn,bar,0
765,0a1bxMRPXRuT.png,3,"During the initial public offering of JDE Peet's, a pre-tax profit of $131 million was registered by the organization where the 2019 niadj value added to the 2020 niadj value amounts to 8306.3, along with a $250 million tax expense.","Numerous initiatives to boost capital are implemented by the organization with the smallest act value in 2019, which encompass an at-the-market program, a distribution reinvestment plan, and an employee unit purchase plan.",MONDELEZ INTERNATIONAL INC. is distinguished as the company having the smallest act value in the years when the che value for ENTERPRISE PRODCT PARTNRS LP falls below 263.,act,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",matplotlib,line,0
718,MivjeyxpijVQ.png,3,ABBOTT LABORATORIES is the firm for each year with the capx value below 3301.5 and an oancf value that steadily rises.,Segment Adjusted EBITDA is employed as a crucial metric by the organization with the minimum oancf value in 2019 to assess the performance of its segments.,"Segment Adjusted EBITDA is employed by the organization, where the dlc value for 2021 minus the dlc value for 2019 amounts to 642.0, as a primary performance metric for assessing segment performance.",oancf,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",plotly,scatter,0
666,wYjndqgKxhzP.png,3,It is required for the organization that consistently showed an increasing trend in sale values from 2019 to 2023 to inform the FDA regarding proposed new formulations and changes in packaging related to infant formula products in the U.S.,Around $5 million in costs associated with the secondary offerings were incurred by the firm where the 2019 txditc value minus the 2021 txditc value equals 154.0.,MONDELEZ INTERNATIONAL INC is the organization with the minimal sale value throughout the years when the total of the oancf value and the dltr value for US FOODS HOLDING CORP is less than 2667.,sale,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",seaborn,line,0
148,7jxKtsCb9uOw.png,none,"In the year 2021, the organization with invch values surpassing 366.05 received a $15 million tax benefit related to the settlement of a tax indemnification matter, which was offset by expenses of $11 million and $4 million.","An octane enhancement manufacturing plant situated in Chambers County, Texas is owned and operated by the organization that consistently demonstrated an upward trend in sale values from 2019 to 2023.",WORLD KINECT CORP is the organization with the minimum sale value in the years when the invch value for WORLD KINECT CORP falls below -193.65.,sale,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",seaborn,scatter,0
682,dMPJpPUVxitY.png,"2, 3","Through various strategies, such as the Simplify to Grow Program, the firm oversees its operating expenses where the 2020 ibc value plus the 2021 ibc value totals 8641.0.",Increasingly concentrating on generating revenue from digital products in global markets is the organization that demonstrated a consistent upward trend in act values from 2020 to 2022.,WARNER BROS DISCOVERY INC is the company with the greatest act value in those years when the dpact value plus the ibc value for WARNER BROS DISCOVERY INC falls below -2618.,act,"(2020, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",matplotlib,bar,0
565,fpL9SWNFrRZK.png,2,ENERGY TRANSFER LP is the entity with the minimum act value in the years when MONDELEZ INTERNATIONAL INC has an ivaeq value below 4060.5.,Assets obtained through finance lease agreements are expended by the organization that showed a consistent upward trend in act values from 2019 to 2022 by applying the straight-line approach.,"Unrealized gains and losses related to commodity risk management activities, reflecting changes in the fair value of both commodity derivatives and hedged inventory, were encountered by the organization where the niadj value for 2023 minus the niadj value for 2019 amounts to 1089.0.",act,"(2019, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",seaborn,line,0
192,lISuVYLbCedm.png,"1, 2, 3",ENTERPRISE PRODCT PARTNRS LP is the company with the highest oibdp value in the years when its dpact value falls below 14633.15.,"From 2019 to 2023, while demonstrating an uninterrupted upward trend in oibdp values, the organization compiles its consolidated financial statements in accordance with U.S. GAAP, requiring the use of estimates and assumptions that have an impact on reported figures.","In 2022, the company with ao values below 1128 holds a 50% ownership stake in the White River Hub through its investment in White River Hub, LLC.",oibdp,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",plotly,bar,0
125,nYzRQjBpbSF0.png,"1, 2",SALESFORCE INC. is the company where the act value is below 32421 and the aoloch value shows a continuous decrease for every year.,Securing rights to various locations and acquiring government approvals for network growth is required for the organization with dltr values exceeding 9651 in 2020.,"To mitigate risks associated with agricultural commodity price fluctuations, the organization that demonstrated a consistently declining pattern in aoloch values from 2019 to 2023 primarily utilizes derivative instruments.",aoloch,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Table, Text+Chart",seaborn,scatter,0
51,RSHAIHO1H421.png,2,"Employing the ATEX pipeline, the organization whose 2023 niadj value minus the 2022 niadj value amounts to 2242.0 transports ethane from third-party NGL fractionation facilities located in the Marcellus and Utica Shale production areas to its storage hub in Mont Belvieu.","Dedicated to promoting diversity, equity, and inclusion (DE&I) efforts worldwide, the organization demonstrated a steadily upward trend in sale values between 2021 and 2023.",ENTERPRISE PRODCT PARTNRS LP is the organization with the seq value exceeding 15111.2 and a sale value that is consistently on the rise for each year.,sale,"(2021, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Text+Chart, Table+Chart",plotly,bar,0
233,KUYog61tTc8b.png,"2, 3",Engaging in multiple state-specific industry pools and associations for insurance coverage is the organization with ib values exceeding 7875 in 2023.,"Up to this point, the organization with a steadily declining trend in aoloch values from 2020 to 2023 has neither incurred substantial expenses nor accrued significant liabilities from indemnification commitments.","SALESFORCE INC. is the organization, for every year, characterized by a cumulative total of at values below 1075023.5 and aoloch values that consistently declined.",aoloch,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",seaborn,bar,0
244,nnotRP3uFhRK.png,"1, 2, 3",SALESFORCE INC. is the organization with the total sum of dltt values below 55344 and sale values that continuously rise for every year.,Tools like Trailhead are provided by the organization that showed a continuous upward trend in sale values from 2019 to 2023 to help businesses transform and integrate their systems.,"In 2021, the organization with dltt values below 9363 expects that the increased disposable income of millennials and Generation Z will drive growth in the broader U.S. food industry.",sale,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Table+Chart, Text+Chart, Text+Table",plotly,scatter,0
868,h0yXfqloIwFf.png,3,The additional costs associated with securing non-cancelable subscription and support revenue contracts are capitalized by the organization where the difference between the ao value in 2020 and the ao value in 2023 is 2784.0.,BOEING CO is the company with the smallest aoloch value in the years when VERIZON COMMUNICATIONS INC's value of fincf plus ao exceeds 11482.5.,Finite-lived acquired intangible assets are amortized using a straight-line method over various estimated useful lifespans by the organization with the greatest aoloch value in 2022.,aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",plotly,bar,0
838,02SpDDH5NDdH.png,"2, 3","In 2021, the business with the smallest act value experienced a $62.7 million increase in its gross operating margin from LPG-associated operations at EHT compared to the previous year.","The quality and attractiveness of the company's unique content influence its ability to secure distribution agreements, where the sum of the xint values for 2021 and 2023 is 2854.0.","WARNER BROS DISCOVERY INC. is the company where the cumulative total of ceq values remains below 131306, and the act values have demonstrated consistent growth for every year.",act,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Text+Table, Table+Chart",seaborn,bar,0
128,92ug1dqlYdnz.png,"1, 3","The business considers marketing and sales expenses for 2020 as its most significant expenditure, with ivao values below 4990.5.","Wireless retail connections are computed by the organization that showed a consistently decreasing pattern in aoloch values from 2019 to 2022, by adding the total number of retail postpaid and prepaid new connections within the period to the prior period's retail connections, and then subtracting the total number of retail postpaid and prepaid disconnects occurring during the period.",SALESFORCE INC. is the organization with the capx value below 11677 and the aoloch value that steadily declines for every single year.,aoloch,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Text+Chart, Table+Chart",seaborn,line,0
425,kukbQdIOXfbp.png,"1, 3","Storage services are offered via the ECHO terminal, strategically located to serve major refineries in Texas, by the organization whose dpact values exceed 12258.5 in 2021.","The organization with the smallest sale value in 2020 offers storage solutions at the ECHO terminal, which is strategically positioned to cater to major refineries in Texas.",MONDELEZ INTERNATIONAL INC. is the organization with the cumulative total of dlc values exceeding 7698.6 and sale values that consistently rise for every year.,sale,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",plotly,scatter,0
220,zGWdbhE73Lar.png,"1, 2","In 2023, the organization with ppent values below 5761 anticipates that a theoretical 100 basis point increase in interest yields on its senior note debt would decrease the fair value of its debt by approximately $47 million.","SALESFORCE INC. is the company, for every year, whose cumulative sum of lt values falls below 422718.5 and whose aoloch values consistently declined.",Modifications to NAV valuations for private equity and real estate investments according to cash flows and major events are made by the organization that exhibited a consistently declining trend in aoloch values from 2021 to 2023.,aoloch,"(2021, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",seaborn,line,0
140,xSO2Ctt5ne1Y.png,"2, 3",ALLSTATE CORP. is the organization with the oiadp value below 15147 and the aoloch value consistently declining for each year.,Acknowledgment of tax benefits from uncertain tax positions by the organization that exhibited a consistently declining pattern in aoloch values from 2019 to 2022 occurs only if it is more probable than not that they will be upheld upon examination.,"Assuming there are no changes in the legal, legislative, or economic context, the organization with oancf values below 7231 in 2023 considers its reserves to be properly established based on a variety of factors.",aoloch,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,line,0
280,eVP5wb8uCnLu.png,"1, 3","Restricted Stock Units (RSUs), which typically vest over five years, are awarded to staff by the organization that shows a consistently rising trend in oibdp values from 2019 to 2022.",Building the Midland-to-ECHO 3 pipeline to boost its transportation capacity to about 450 MBPD once completed is the organization whose intan values exceeded 41316 in the year 2023.,ENTERPRISE PRODCT PARTNRS LP is the organization with the greatest oibdp value in the years when the intan value plus aco value for COSTCO WHOLESALE CORP is below 1561.,oibdp,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",plotly,bar,0
742,qqEbYvY5i4Jq.png,"1, 2, 3",A fair value approach for accounting in business combinations is employed by the organization with the smallest sale value in 2020.,MONDELEZ INTERNATIONAL INC. is the organization where the dltis value remains below 48070.15 and the sale value consistently rose for every year.,"Year-end discount rates for its plans are formulated by the organization where the sum of the 2019 lct value and the 2020 lct value is 30481.0, using high-quality, fixed-income debt instruments that are designed to align with anticipated future cash flows.",sale,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",seaborn,scatter,0
